0.392: [GC 0.392: [ParNew: 1984K->320K(2304K), 0.0075019 secs] 1984K->524K(7616K), 0.0075748 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
68.017: [GC 68.017: [ParNew: 7249K->533K(7616K), 0.0012108 secs] 15162K->8727K(24732K), 0.0012922 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.023: [GC 68.023: [ParNew: 7038K->538K(7616K), 0.0010014 secs] 15232K->8732K(24732K), 0.0010615 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.029: [GC 68.029: [ParNew: 7016K->1033K(7616K), 0.0013817 secs] 15210K->9360K(24732K), 0.0014520 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.036: [GC 68.036: [ParNew: 7546K->138K(7616K), 0.0013411 secs] 15873K->9165K(24732K), 0.0014246 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.042: [GC 68.042: [ParNew: 6631K->460K(7616K), 0.0008534 secs] 15659K->9488K(24732K), 0.0009157 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.047: [GC 68.047: [ParNew: 6971K->632K(7616K), 0.0013653 secs] 15999K->9660K(24732K), 0.0015239 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
68.052: [GC 68.052: [ParNew: 7140K->711K(7616K), 0.0022419 secs] 16168K->10072K(24732K), 0.0023169 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
68.058: [GC 68.058: [ParNew: 7222K->367K(7616K), 0.0012444 secs] 16583K->9965K(24732K), 0.0014359 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
68.064: [GC 68.064: [ParNew: 6876K->574K(7616K), 0.0010308 secs] 16474K->10171K(24732K), 0.0010940 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.069: [GC 68.069: [ParNew: 7075K->1025K(7616K), 0.0020080 secs] 16673K->10877K(24732K), 0.0020821 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
68.076: [GC 68.076: [ParNew: 7539K->330K(7616K), 0.0014587 secs] 17390K->10996K(24732K), 0.0015534 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.082: [GC 68.082: [ParNew: 6847K->557K(7616K), 0.0015924 secs] 17513K->11223K(24732K), 0.0016693 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.088: [GC 68.088: [ParNew: 6980K->359K(7616K), 0.0012976 secs] 17646K->11233K(24732K), 0.0013904 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
68.093: [GC 68.093: [ParNew: 6873K->659K(7616K), 0.0009217 secs] 17748K->11533K(24732K), 0.0009834 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
68.098: [GC 68.098: [ParNew: 7181K->356K(7616K), 0.0013557 secs] 18055K->11809K(24732K), 0.0014279 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
68.103: [GC 68.103: [ParNew: 6879K->439K(7616K), 0.0011850 secs] 18332K->11892K(24732K), 0.0012964 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.110: [GC 68.110: [ParNew: 6900K->654K(7616K), 0.0011093 secs] 18353K->12106K(24732K), 0.0012041 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.115: [GC 68.115: [ParNew: 7180K->460K(7616K), 0.0012706 secs] 18633K->12118K(24732K), 0.0013516 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.120: [GC 68.120: [ParNew: 6988K->649K(7616K), 0.0014701 secs] 18646K->12306K(24732K), 0.0015353 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.126: [GC 68.126: [ParNew: 7110K->598K(7616K), 0.0011283 secs] 18767K->12386K(24732K), 0.0011936 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.131: [GC 68.131: [ParNew: 7080K->391K(7616K), 0.0010316 secs] 18869K->12447K(24732K), 0.0010925 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
68.136: [GC 68.136: [ParNew: 6908K->312K(7616K), 0.0008269 secs] 18964K->12368K(24732K), 0.0008788 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.142: [GC 68.142: [ParNew: 6822K->693K(7616K), 0.0010552 secs] 18878K->12749K(24732K), 0.0011216 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.147: [GC 68.147: [ParNew: 7212K->1045K(7616K), 0.0017802 secs] 19268K->13336K(24732K), 0.0018671 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.153: [GC 68.153: [ParNew: 7573K->215K(7616K), 0.0015630 secs] 19864K->13196K(24732K), 0.0016418 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.159: [GC 68.159: [ParNew: 6741K->520K(7616K), 0.0010389 secs] 19722K->13501K(24732K), 0.0010930 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.168: [GC 68.168: [ParNew: 7048K->680K(7616K), 0.0025801 secs] 20029K->13660K(24732K), 0.0026548 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
68.176: [GC 68.177: [ParNew: 7206K->797K(7616K), 0.0012872 secs] 20187K->14081K(24732K), 0.0013723 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.182: [GC 68.182: [ParNew: 7275K->530K(7616K), 0.0013688 secs] 20558K->14496K(24732K), 0.0014382 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.188: [GC 68.188: [ParNew: 7033K->1023K(7616K), 0.0018531 secs] 20999K->15319K(24732K), 0.0019274 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
68.197: [GC 68.198: [ParNew: 7551K->323K(7616K), 0.0010261 secs] 21847K->14927K(24732K), 0.0011046 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.208: [GC 68.208: [ParNew: 6851K->425K(7616K), 0.0016818 secs] 21455K->15029K(24732K), 0.0017610 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
68.216: [GC 68.216: [ParNew: 6953K->984K(7616K), 0.0015594 secs] 21557K->15705K(24732K), 0.0016322 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.222: [GC 68.222: [ParNew: 7489K->699K(7616K), 0.0019757 secs] 22210K->16146K(24732K), 0.0020493 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
68.228: [GC 68.229: [ParNew: 7221K->174K(7616K), 0.0018159 secs] 22668K->16264K(24732K), 0.0018859 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
68.236: [GC 68.236: [ParNew: 6691K->308K(7616K), 0.0007764 secs] 22780K->16398K(24732K), 0.0008418 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
68.242: [GC 68.242: [ParNew: 6769K->249K(7616K), 0.0007202 secs] 22859K->16339K(24732K), 0.0007733 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.247: [GC 68.247: [ParNew: 6697K->534K(7616K), 0.0009456 secs] 22787K->16624K(24732K), 0.0010089 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.253: [GC 68.253: [ParNew: 7030K->696K(7616K), 0.0010047 secs] 23120K->16786K(24732K), 0.0010846 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.260: [GC 68.260: [ParNew: 7224K->511K(7616K), 0.0010193 secs] 23314K->16781K(24732K), 0.0010987 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.265: [GC 68.265: [ParNew: 7039K->530K(7616K), 0.0010887 secs] 23309K->16800K(24732K), 0.0011482 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.270: [GC 68.270: [ParNew: 7044K->534K(7616K), 0.0010166 secs] 23314K->16804K(24732K), 0.0010727 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.276: [GC 68.276: [ParNew: 7062K->858K(7616K), 0.0012093 secs] 23332K->17128K(24732K), 0.0012807 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.282: [GC 68.282: [ParNew: 7383K->728K(7616K), 0.0015176 secs] 23654K->17323K(24732K), 0.0015908 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.292: [GC 68.292: [ParNew: 7242K->285K(7616K), 0.0011290 secs] 23837K->17103K(24732K), 0.0011998 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.298: [GC 68.298: [ParNew: 6784K->129K(7616K), 0.0006943 secs] 23601K->16947K(24732K), 0.0007387 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
68.303: [GC 68.303: [ParNew: 6622K->178K(7616K), 0.0007298 secs] 23440K->16996K(24732K), 0.0008086 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
68.309: [GC 68.309: [ParNew: 6706K->173K(7616K), 0.0007702 secs] 23524K->16990K(24732K), 0.0008152 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
68.313: [GC 68.313: [ParNew: 6689K->490K(7616K), 0.0015407 secs] 23506K->17308K(24732K), 0.0016986 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.319: [GC 68.319: [ParNew: 7008K->977K(7616K), 0.0017832 secs] 23826K->17795K(24732K), 0.0018608 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.327: [GC 68.327: [ParNew: 7491K->776K(7616K), 0.0017871 secs]68.329: [Tenured: 17558K->8553K(17692K), 0.0716061 secs] 24308K->8553K(25308K), [Perm : 10713K->10713K(21248K)], 0.0738440 secs] [Times: user=0.07 sys=0.00, real=0.08 secs] 
68.406: [GC 68.406: [ParNew: 6461K->351K(7616K), 0.0008198 secs] 15014K->8904K(24732K), 0.0008861 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.411: [GC 68.411: [ParNew: 6859K->771K(7616K), 0.0012279 secs] 15412K->9325K(24732K), 0.0012964 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.416: [GC 68.416: [ParNew: 7268K->632K(7616K), 0.0014342 secs] 15822K->9396K(24732K), 0.0015519 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
68.422: [GC 68.422: [ParNew: 7155K->807K(7616K), 0.0016998 secs] 15919K->9961K(24732K), 0.0017789 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
68.429: [GC 68.429: [ParNew: 7299K->301K(7616K), 0.0010323 secs] 16454K->9932K(24732K), 0.0011089 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.435: [GC 68.435: [ParNew: 6808K->570K(7616K), 0.0010243 secs] 16439K->10201K(24732K), 0.0011007 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.442: [GC 68.442: [ParNew: 7073K->123K(7616K), 0.0014723 secs] 16704K->10284K(24732K), 0.0015698 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.449: [GC 68.449: [ParNew: 6649K->237K(7616K), 0.0006686 secs] 16810K->10398K(24732K), 0.0007399 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
68.453: [GC 68.453: [ParNew: 6762K->378K(7616K), 0.0011935 secs] 16922K->10538K(24732K), 0.0013212 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.459: [GC 68.459: [ParNew: 6880K->789K(7616K), 0.0011822 secs] 17041K->10950K(24732K), 0.0012527 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.464: [GC 68.464: [ParNew: 7308K->413K(7616K), 0.0012818 secs] 17469K->10928K(24732K), 0.0013461 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.469: [GC 68.469: [ParNew: 6912K->441K(7616K), 0.0008985 secs] 17427K->10955K(24732K), 0.0009523 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.474: [GC 68.474: [ParNew: 6957K->725K(7616K), 0.0012456 secs] 17471K->11239K(24732K), 0.0013114 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.480: [GC 68.480: [ParNew: 7224K->1020K(7616K), 0.0016917 secs] 17739K->11839K(24732K), 0.0018129 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.490: [GC 68.490: [ParNew: 7507K->48K(7616K), 0.0014690 secs] 18325K->11843K(24732K), 0.0015367 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.497: [GC 68.497: [ParNew: 6529K->231K(7616K), 0.0006540 secs] 18324K->12026K(24732K), 0.0007154 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.503: [GC 68.503: [ParNew: 6748K->359K(7616K), 0.0006727 secs] 18543K->12154K(24732K), 0.0007377 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.509: [GC 68.510: [ParNew: 6887K->233K(7616K), 0.0006745 secs] 18682K->12027K(24732K), 0.0007351 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.514: [GC 68.514: [ParNew: 6760K->568K(7616K), 0.0009701 secs] 18555K->12362K(24732K), 0.0010255 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.521: [GC 68.521: [ParNew: 7083K->259K(7616K), 0.0009476 secs] 18878K->12406K(24732K), 0.0010192 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.526: [GC 68.526: [ParNew: 6758K->265K(7616K), 0.0006833 secs] 18905K->12412K(24732K), 0.0007308 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.531: [GC 68.531: [ParNew: 6755K->688K(7616K), 0.0011329 secs] 18902K->12835K(24732K), 0.0011992 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.536: [GC 68.536: [ParNew: 7182K->550K(7616K), 0.0009930 secs] 19329K->12784K(24732K), 0.0010516 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.545: [GC 68.545: [ParNew: 7050K->345K(7616K), 0.0011530 secs] 19284K->12917K(24732K), 0.0012597 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
68.550: [GC 68.551: [ParNew: 6855K->352K(7616K), 0.0008566 secs] 19427K->12924K(24732K), 0.0009093 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.558: [GC 68.558: [ParNew: 6803K->584K(7616K), 0.0010780 secs] 19375K->13156K(24732K), 0.0011678 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
68.564: [GC 68.564: [ParNew: 7057K->665K(7616K), 0.0013078 secs] 19629K->13394K(24732K), 0.0014019 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.569: [GC 68.569: [ParNew: 7169K->400K(7616K), 0.0012028 secs] 19897K->13266K(24732K), 0.0012664 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
68.576: [GC 68.576: [ParNew: 6914K->646K(7616K), 0.0012526 secs] 19779K->13512K(24732K), 0.0013408 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.581: [GC 68.581: [ParNew: 7118K->371K(7616K), 0.0013045 secs] 19984K->13351K(24732K), 0.0013824 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.587: [GC 68.587: [ParNew: 6883K->848K(7616K), 0.0015490 secs] 19863K->13827K(24732K), 0.0016201 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
68.592: [GC 68.592: [ParNew: 7350K->146K(7616K), 0.0011398 secs] 20329K->13628K(24732K), 0.0012147 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.598: [GC 68.598: [ParNew: 6671K->305K(7616K), 0.0008347 secs] 20153K->13787K(24732K), 0.0008889 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.603: [GC 68.604: [ParNew: 6824K->604K(7616K), 0.0010416 secs] 20306K->14086K(24732K), 0.0011196 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.610: [GC 68.610: [ParNew: 7122K->777K(7616K), 0.0012327 secs] 20604K->14369K(24732K), 0.0013168 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.615: [GC 68.615: [ParNew: 7285K->493K(7616K), 0.0018842 secs] 20877K->14473K(24732K), 0.0019528 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.621: [GC 68.621: [ParNew: 7020K->510K(7616K), 0.0009335 secs] 21000K->14490K(24732K), 0.0009915 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.626: [GC 68.626: [ParNew: 7024K->889K(7616K), 0.0015377 secs] 21004K->14869K(24732K), 0.0016182 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
68.632: [GC 68.632: [ParNew: 7411K->324K(7616K), 0.0013395 secs] 21391K->14939K(24732K), 0.0014126 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.638: [GC 68.638: [ParNew: 6835K->276K(7616K), 0.0007340 secs] 21450K->14891K(24732K), 0.0007803 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
68.643: [GC 68.643: [ParNew: 6767K->732K(7616K), 0.0012332 secs] 21382K->15347K(24732K), 0.0012943 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.648: [GC 68.648: [ParNew: 7232K->924K(7616K), 0.0016717 secs] 21847K->15776K(24732K), 0.0017655 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
68.654: [GC 68.654: [ParNew: 7433K->736K(7616K), 0.0014727 secs] 22285K->15812K(24732K), 0.0015432 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.660: [GC 68.660: [ParNew: 7263K->543K(7616K), 0.0012200 secs] 22339K->15941K(24732K), 0.0012997 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.667: [GC 68.667: [ParNew: 7062K->557K(7616K), 0.0012700 secs] 22459K->15954K(24732K), 0.0013300 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
68.672: [GC 68.672: [ParNew: 7075K->537K(7616K), 0.0013309 secs] 22472K->15975K(24732K), 0.0013879 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.678: [GC 68.678: [ParNew: 7050K->617K(7616K), 0.0012464 secs] 22488K->16055K(24732K), 0.0013088 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
68.683: [GC 68.683: [ParNew: 7132K->427K(7616K), 0.0010149 secs] 22570K->16013K(24732K), 0.0010728 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.689: [GC 68.689: [ParNew: 6953K->1013K(7616K), 0.0012271 secs] 22540K->16599K(24732K), 0.0013013 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.695: [GC 68.695: [ParNew: 7481K->250K(7616K), 0.0012723 secs] 23067K->16456K(24732K), 0.0013515 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.700: [GC 68.700: [ParNew: 6725K->470K(7616K), 0.0009797 secs] 22931K->16676K(24732K), 0.0010357 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
68.705: [GC 68.705: [ParNew: 6982K->915K(7616K), 0.0014139 secs] 23187K->17121K(24732K), 0.0014895 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
68.712: [GC 68.712: [ParNew: 7434K->739K(7616K), 0.0014545 secs] 23640K->17392K(24732K), 0.0015248 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.721: [GC 68.721: [ParNew: 7267K->252K(7616K), 0.0013176 secs] 23920K->17316K(24732K), 0.0013792 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.727: [GC 68.728: [ParNew: 6722K->425K(7616K), 0.0013609 secs] 23786K->17489K(24732K), 0.0014281 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
68.734: [GC 68.734: [ParNew: 6945K->473K(7616K), 0.0008527 secs] 24009K->17538K(24732K), 0.0009048 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
68.740: [GC 68.740: [ParNew: 6981K->568K(7616K), 0.0009772 secs] 24045K->17633K(24732K), 0.0010301 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.745: [GC 68.745: [ParNew: 7086K->952K(7616K), 0.0015492 secs]68.747: [Tenured: 17181K->8549K(17308K), 0.0701065 secs] 24150K->8549K(24924K), [Perm : 10713K->10713K(21248K)], 0.0718922 secs] [Times: user=0.07 sys=0.00, real=0.07 secs] 
68.827: [GC 68.827: [ParNew: 6514K->215K(7616K), 0.0006829 secs] 15064K->8765K(24732K), 0.0007373 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.832: [GC 68.832: [ParNew: 6743K->460K(7616K), 0.0012082 secs] 15293K->9010K(24732K), 0.0012751 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.838: [GC 68.838: [ParNew: 6937K->359K(7616K), 0.0016047 secs] 15486K->8909K(24732K), 0.0016751 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
68.843: [GC 68.843: [ParNew: 6867K->775K(7616K), 0.0012002 secs] 15417K->9325K(24732K), 0.0012698 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
68.850: [GC 68.850: [ParNew: 7300K->511K(7616K), 0.0009545 secs] 15850K->9325K(24732K), 0.0010249 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.855: [GC 68.855: [ParNew: 6966K->424K(7616K), 0.0009640 secs] 15780K->9238K(24732K), 0.0010237 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.860: [GC 68.860: [ParNew: 6934K->655K(7616K), 0.0015923 secs] 15749K->9470K(24732K), 0.0016793 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.866: [GC 68.866: [ParNew: 7157K->398K(7616K), 0.0015520 secs] 15971K->9475K(24732K), 0.0016249 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.871: [GC 68.872: [ParNew: 6904K->481K(7616K), 0.0012933 secs] 15980K->9557K(24732K), 0.0013634 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.877: [GC 68.877: [ParNew: 6980K->644K(7616K), 0.0009957 secs] 16056K->9720K(24732K), 0.0010529 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
68.883: [GC 68.883: [ParNew: 7144K->313K(7616K), 0.0010746 secs] 16221K->9667K(24732K), 0.0012504 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
68.891: [GC 68.891: [ParNew: 6806K->356K(7616K), 0.0012868 secs] 16161K->9711K(24732K), 0.0013467 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.897: [GC 68.897: [ParNew: 6875K->338K(7616K), 0.0010619 secs] 16230K->9693K(24732K), 0.0011089 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.902: [GC 68.902: [ParNew: 6805K->607K(7616K), 0.0013707 secs] 16160K->9962K(24732K), 0.0014305 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.907: [GC 68.907: [ParNew: 7106K->841K(7616K), 0.0012992 secs] 16460K->10267K(24732K), 0.0013742 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.913: [GC 68.913: [ParNew: 7368K->842K(7616K), 0.0014128 secs] 16794K->10643K(24732K), 0.0014870 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
68.918: [GC 68.918: [ParNew: 7244K->151K(7616K), 0.0011508 secs] 17045K->10313K(24732K), 0.0012462 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
68.925: [GC 68.925: [ParNew: 6605K->587K(7616K), 0.0009718 secs] 16766K->10748K(24732K), 0.0010456 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
68.930: [GC 68.930: [ParNew: 7104K->327K(7616K), 0.0010113 secs] 17265K->10560K(24732K), 0.0010862 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.935: [GC 68.935: [ParNew: 6845K->552K(7616K), 0.0012350 secs] 17077K->10784K(24732K), 0.0013154 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.941: [GC 68.941: [ParNew: 7078K->426K(7616K), 0.0009403 secs] 17310K->10725K(24732K), 0.0010128 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.946: [GC 68.946: [ParNew: 6948K->557K(7616K), 0.0010111 secs] 17247K->10856K(24732K), 0.0010705 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.952: [GC 68.953: [ParNew: 7079K->723K(7616K), 0.0012924 secs] 17378K->11102K(24732K), 0.0013741 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.958: [GC 68.958: [ParNew: 7224K->361K(7616K), 0.0016672 secs] 17602K->11059K(24732K), 0.0017372 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
68.964: [GC 68.964: [ParNew: 6874K->601K(7616K), 0.0013881 secs] 17572K->11299K(24732K), 0.0014758 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.971: [GC 68.971: [ParNew: 7101K->787K(7616K), 0.0010973 secs] 17799K->11549K(24732K), 0.0011803 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.976: [GC 68.976: [ParNew: 7267K->495K(7616K), 0.0014753 secs] 18029K->11649K(24732K), 0.0015629 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.982: [GC 68.982: [ParNew: 7016K->427K(7616K), 0.0009115 secs] 18170K->11581K(24732K), 0.0009686 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
68.988: [GC 68.988: [ParNew: 6935K->878K(7616K), 0.0014142 secs] 18089K->12033K(24732K), 0.0014872 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
68.994: [GC 68.994: [ParNew: 7405K->466K(7616K), 0.0012122 secs] 18560K->12013K(24732K), 0.0012791 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
68.999: [GC 68.999: [ParNew: 6987K->808K(7616K), 0.0013845 secs] 18534K->12355K(24732K), 0.0014536 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
69.004: [GC 69.004: [ParNew: 7329K->420K(7616K), 0.0012678 secs] 18875K->12362K(24732K), 0.0014396 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
69.010: [GC 69.010: [ParNew: 6943K->939K(7616K), 0.0013406 secs] 18886K->12881K(24732K), 0.0014140 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
69.016: [GC 69.016: [ParNew: 7458K->357K(7616K), 0.0010504 secs] 19400K->12773K(24732K), 0.0011184 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
69.022: [GC 69.022: [ParNew: 6853K->615K(7616K), 0.0009989 secs] 19269K->13030K(24732K), 0.0010564 secs] [Times: user=0.01 sys=0.01, real=0.00 secs] 
69.027: [GC 69.027: [ParNew: 7130K->730K(7616K), 0.0010571 secs] 19546K->13146K(24732K), 0.0011186 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
69.033: [GC 69.034: [ParNew: 7237K->701K(7616K), 0.0015256 secs] 19652K->13431K(24732K), 0.0016111 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
69.039: [GC 69.039: [ParNew: 7228K->588K(7616K), 0.0015922 secs] 19958K->13566K(24732K), 0.0016671 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
